name,ftype,tier,lat,lon
Arochukwu General Hospital,General Hospital,Tier3 provincial hospital,5.388156,7.912275
Ndi Ememe Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,5.566954,7.738429
Umuawa Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,5.268207,7.422273
Borrong Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,9.54156967,12.17257332
Fufore Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,9.222925,12.64969
Ganye II General Hospital,General Hospital,Tier3 provincial hospital,8.435606,12.062044
Garkida General Hospital,General Hospital,Tier3 provincial hospital,10.83709,13.55645
Gombi Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,10.154731,12.732637
Gulak Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,10.804845,13.451407
Guyugk Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,9.906585,11.929256
Hong Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,10.227756,12.927626
Madagali Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,10.88638,13.63
Mayo-Balewa Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,9.05667,12.06272
Michika General Hospital,General Hospital,Tier3 provincial hospital,10.699103,13.312478
Mubi General Hospital,General Hospital,Tier3 provincial hospital,10.266442,13.267159
Sabon Pegi General Hospital,General Hospital,Tier3 provincial hospital,9.46262947,12.0344566
Song Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,9.8193,12.62079
Akai Ubium Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,4.709605,8.006206
Asong Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,4.64495,7.8204
Awa Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,4.66485,7.83272
Ekpene Obo Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,4.863255,7.832774
Essene Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,4.639947,7.648483
Etinan General Hospital,General Hospital,Tier3 provincial hospital,4.80563,7.840121
Eyokponung Polyclinic,Polyclinic,Tier4 central hospital,4.7658,8.24045
Ibiaku Ntok Okpo General Hospital,General Hospital,Tier3 provincial hospital,5.3,7.71666
Idoro Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,5.23333,7.91666
Ikot Abasi Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,4.68817,7.91878
Ikot Abasi General Hospital,General Hospital,Tier3 provincial hospital,4.588493,7.827025
Ikot Abia Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,4.684076,7.737046
Ikot Edibon Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,4.7775,7.938067
Ikot Eko Ibon Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,4.60705,7.80791
Ikot Ekpaw Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,4.847288,7.77913
Ikot Ekpene General Hospital,General Hospital,Tier3 provincial hospital,5.175534,7.714065
Ikot Ekpene Udo Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,4.6917,7.94281
Ikot Nkpene Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,4.812956,8.016299
Ikot Okoro General Hospital,General Hospital,Tier3 provincial hospital,4.908893,7.707247
Ikot Otok Polyclinic,Polyclinic,Tier4 central hospital,4.7181,7.65833
Ikpe Annang General Hospital,General Hospital,Tier3 provincial hospital,5.11934,7.77217
Ikpe Ikot Nkon General Hospital,General Hospital,Tier3 provincial hospital,5.393021,7.780863
Immanuel Ikot Ebiyan General Hospital,General Hospital,Tier3 provincial hospital,4.63717,7.91908
Iquita General Hospital,General Hospital,Tier3 provincial hospital,4.804598,8.221135
Ituk Mbang Methodist General Hospital,General Hospital,Tier3 provincial hospital,4.91582,8.03844
"Mary Slessor Itu, Hospital",Hospital,Tier3 provincial hospital,5.2,7.98333
Mbiabong Polyclinic,Polyclinic,Tier4 central hospital,5.10061,7.93007
Mbiaya Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,5.10259,8.01543
Mbioto I Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,4.908373,7.843264
Mbioto Ii General Hospital,General Hospital,Tier3 provincial hospital,4.73146,7.852047
"Mercy Hospital, 43 Hospital Road",Hospital,Tier3 provincial hospital,4.98651,7.79296
Nto Edino Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,5.25,7.56666
Ono Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,5.25,7.86666
Oruko General Hospital,General Hospital,Tier3 provincial hospital,4.724077,8.176209
"St. Luke'S Hospital, Anua",Hospital,Tier3 provincial hospital,5.04019,7.922101
St. Mary's Urua Akpan Hospital,Hospital,Tier3 provincial hospital,5.12873,7.62726
Ukana Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,5.023991,7.917313
Ukpom Abak General Hospital,General Hospital,Tier3 provincial hospital,5.034657,7.821831
University Of Uyo Medical Centre,University Teaching Hospital,Tier4 central hospital,5.038483314782609,7.926328
University Of Uyo Teaching Hospital,University Teaching Hospital,Tier4 central hospital,5.038484,7.926328
Upenekang Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,4.571584,7.978303
Upenekang Polyclinic,Polyclinic,Tier4 central hospital,4.57048,7.976969
Uruk Ata Ikot Ekpor General Hospital,General Hospital,Tier3 provincial hospital,4.994034,7.604209
Achina Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,5.957261,7.114893
Agulu General Hospital,General Hospital,Tier3 provincial hospital,6.054149,7.036682
Agulu-Uzoigbo General Hospital,General Hospital,Tier3 provincial hospital,6.058245,7.03189
Akwaihedi Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,5.917892,6.968621
Amanuke General Hospital,General Hospital,Tier3 provincial hospital,6.306289,7.037366
Atani Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,6.0259160000000005,6.749308
